Filename,Pd_atom label,Methyl_atom_1 label,Methyl_atom_2 label,Hydrogens_methyl_1_label,Hydrogens_methyl_2_label,Ligand_atom_1 label,Ligand_atom_2 label,Atoms_distance_2 label,Atoms_distance_3 label,Atoms_distance_4 label,Atoms_distance_2_a label,Atoms_distance_3_a label,Atoms_distance_4_a label,Atoms_distance_2_b label,Atoms_distance_3_b label,Atoms_distance_4_b label,Atom label shortest paths
ligand-259-c-o-9,1,33,37,"[36, 35, 34]","[39, 40, 38]",2,41,"[28, 6, 7]","[3, 4, 8, 26, 30]","[5, 9, 10, 20, 24, 29, 31]","[6, 7]","[3, 4, 8, 26]","[5, 9, 10, 20, 24, 28]",[28],"[26, 30]","[7, 24, 29, 31]","[1, 2, 7, 26, 28, 41]"
ligand-260-c-o-10,1,53,49,"[54, 56, 55]","[50, 51, 52]",2,57,"[29, 6, 7]","[3, 4, 8, 27, 31]","[5, 9, 10, 21, 25, 58, 30]","[6, 7]","[3, 4, 8, 27]","[5, 9, 10, 21, 25, 29]",[29],"[27, 31]","[7, 25, 58, 30]","[1, 2, 7, 27, 29, 57]"
ligand-261-p-o-72,1,68,64,"[70, 69, 71]","[66, 67, 65]",2,24,"[25, 3, 13, 23]","[4, 5, 38, 39, 14, 15, 26, 27]","[6, 7, 8, 16, 17, 18, 28, 29, 40, 44, 48, 52, 56, 60]","[3, 13, 25]","[4, 5, 14, 15, 23, 26, 27]","[6, 7, 8, 38, 39, 16, 17, 18, 28, 29]",[23],"[25, 38, 39]","[40, 44, 48, 52, 56, 26, 27, 60]","[1, 2, 25, 23, 24]"
ligand-262-p-o-73,1,58,54,"[60, 61, 59]","[56, 55, 57]",2,24,"[25, 3, 13, 23]","[4, 5, 14, 15, 26, 27, 28, 29]","[6, 7, 8, 16, 17, 18, 30, 34, 38, 42, 46, 50, 62, 66]","[3, 13, 25]","[4, 5, 14, 15, 23, 26, 27]","[66, 6, 7, 8, 16, 17, 18, 28, 29, 62]",[23],"[25, 28, 29]","[34, 38, 42, 46, 50, 26, 27, 30]","[1, 2, 25, 23, 24]"
ligand-263-p-o-74,1,38,34,"[40, 41, 39]","[35, 36, 37]",2,4,"[42, 3, 44, 5]","[6, 7, 8, 9, 43, 45, 46, 50, 54, 58]","[10, 14, 18, 22, 26, 30, 47, 48, 49, 51, 52, 53, 55, 56, 57, 59, 60, 61]","[5, 42, 44]","[3, 6, 7, 43, 45, 46, 50, 54, 58]","[8, 9, 47, 48, 49, 51, 52, 53, 55, 56, 57, 59, 60, 61]",[3],"[8, 9, 5]","[6, 7, 10, 14, 18, 22, 26, 30]","[1, 2, 5, 3, 4]"
ligand-266-p-o-75,1,8,12,"[11, 10, 9]","[14, 15, 13]",2,4,"[24, 3, 5, 39]","[6, 7, 40, 41, 42, 16, 20, 25, 26, 27]","[17, 18, 19, 21, 22, 23, 28, 29, 30, 31, 32, 43, 44, 45, 46, 47, 58, 72]","[5, 24, 39]","[3, 6, 7, 40, 41, 42, 25, 26, 27]","[16, 20, 28, 29, 30, 31, 32, 43, 44, 45, 46, 47, 58, 72]",[3],"[16, 20, 5]","[6, 7, 17, 18, 19, 21, 22, 23]","[1, 2, 5, 3, 4]"
ligand-267-p-o-76,13,19,15,"[20, 22, 21]","[16, 17, 18]",1,4,"[25, 2, 14, 23]","[33, 3, 37, 8, 41, 24, 26, 27, 28, 29]","[5, 7, 12, 30, 31, 32, 34, 35, 36, 38, 39, 40, 42, 43, 44, 45, 49, 53, 57, 61, 65]","[2, 23, 25]","[33, 3, 37, 8, 41, 24, 26, 29]","[5, 7, 12, 14, 30, 31, 32, 34, 35, 36, 38, 39, 40, 42, 43, 44]",[14],"[27, 3, 28]","[65, 2, 5, 45, 49, 53, 57, 61]","[13, 1, 2, 3, 14, 4]"
ligand-268-p-o-77,13,19,15,"[20, 22, 21]","[17, 16, 18]",1,4,"[49, 2, 60, 14]","[3, 8, 50, 51, 23, 24, 61, 62]","[5, 7, 12, 25, 29, 33, 37, 41, 45, 52, 53, 54, 55, 63, 64, 65, 66]","[2, 49, 60]","[3, 8, 50, 51, 61, 62]","[64, 65, 66, 5, 7, 12, 14, 52, 53, 54, 55, 63]",[14],"[24, 3, 23]","[33, 2, 37, 5, 41, 45, 25, 29]","[13, 1, 2, 3, 14, 4]"
ligand-269-p-o-78,13,19,15,"[22, 20, 21]","[17, 16, 18]",1,4,"[49, 2, 59, 14]","[3, 8, 50, 51, 23, 24, 60, 61]","[5, 7, 12, 25, 29, 33, 37, 41, 45, 52, 53, 54, 62, 63, 64, 69, 70]","[2, 49, 59]","[3, 8, 50, 51, 60, 61]","[64, 5, 69, 7, 70, 12, 14, 52, 53, 54, 62, 63]",[14],"[24, 3, 23]","[33, 2, 37, 5, 41, 45, 25, 29]","[13, 1, 2, 3, 14, 4]"
ligand-270-p-o-79,13,19,15,"[21, 22, 20]","[17, 16, 18]",1,4,"[49, 2, 59, 14]","[3, 8, 50, 51, 23, 24, 60, 61]","[5, 7, 12, 25, 29, 33, 37, 41, 45, 52, 53, 54, 62, 63, 64, 69, 70]","[2, 49, 59]","[3, 8, 50, 51, 60, 61]","[64, 5, 70, 7, 69, 12, 14, 52, 53, 54, 62, 63]",[14],"[24, 3, 23]","[33, 2, 37, 5, 41, 45, 25, 29]","[13, 1, 2, 3, 14, 4]"
ligand-271-p-o-80,13,19,15,"[21, 22, 20]","[17, 16, 18]",1,4,"[41, 2, 51, 14]","[3, 8, 42, 43, 52, 53, 23, 24]","[5, 7, 12, 25, 29, 33, 37, 44, 45, 46, 54, 55, 56, 61, 62, 69, 70]","[2, 41, 51]","[3, 8, 42, 43, 52, 53]","[5, 7, 12, 44, 14, 45, 46, 54, 55, 56, 61, 62]",[14],"[24, 3, 23]","[33, 2, 69, 37, 5, 70, 25, 29]","[13, 1, 2, 3, 14, 4]"
ligand-272-p-o-81,13,19,15,"[21, 22, 20]","[17, 16, 18]",1,4,"[33, 2, 14, 23]","[34, 3, 35, 8, 51, 55, 24, 25]","[5, 7, 12, 26, 27, 28, 36, 37, 38, 43, 44, 52, 53, 54, 56, 57, 58]","[2, 23, 33]","[34, 3, 35, 8, 24, 25]","[36, 5, 37, 38, 7, 43, 12, 44, 14, 26, 27, 28]",[14],"[51, 3, 55]","[2, 5, 52, 53, 54, 56, 57, 58]","[13, 1, 2, 3, 14, 4]"
ligand-273-p-o-82,13,40,36,"[41, 42, 43]","[38, 39, 37]",1,4,"[25, 2, 14, 15]","[3, 8, 44, 16, 17, 55, 26, 27]","[5, 7, 12, 18, 19, 20, 28, 29, 30, 35, 45, 46, 56, 57, 66]","[2, 15, 25]","[3, 8, 16, 17, 26, 27]","[66, 35, 5, 7, 12, 14, 18, 19, 20, 28, 29, 30]",[14],"[3, 44, 55]","[2, 5, 45, 46, 56, 57]","[13, 1, 2, 3, 14, 4]"
ligand-274-p-o-83,13,40,36,"[42, 41, 43]","[39, 38, 37]",1,4,"[25, 2, 14, 15]","[3, 8, 44, 45, 16, 17, 26, 27]","[5, 7, 12, 18, 19, 20, 28, 29, 30, 35, 46, 50, 54, 58, 62, 66, 70]","[2, 15, 25]","[3, 8, 16, 17, 26, 27]","[35, 5, 70, 7, 12, 14, 18, 19, 20, 28, 29, 30]",[14],"[3, 45, 44]","[2, 66, 5, 46, 50, 54, 58, 62]","[13, 1, 2, 3, 14, 4]"
ligand-275-p-o-84,13,19,15,"[21, 22, 20]","[17, 18, 16]",1,4,"[2, 45, 14, 47]","[34, 3, 8, 46, 48, 49, 53, 23, 57, 61]","[5, 7, 12, 24, 25, 35, 36, 50, 51, 52, 54, 55, 56, 58, 59, 60, 62, 63, 64]","[2, 45, 47]","[3, 8, 46, 48, 49, 53, 57, 61]","[5, 7, 12, 14, 50, 51, 52, 54, 55, 56, 58, 59, 60, 62, 63, 64]",[14],"[34, 3, 23]","[2, 35, 36, 5, 24, 25]","[13, 1, 2, 3, 14, 4]"
ligand-276-n-n-23,1,18,14,"[19, 20, 21]","[15, 16, 17]",5,4,"[38, 2, 3, 22]","[6, 39, 40, 10, 23, 24]","[7, 8, 9, 41, 42, 43, 44, 11, 12, 13, 25, 26, 27, 28]","[3, 38]","[2, 39, 40, 10]","[6, 41, 42, 43, 44, 11, 12, 13]","[2, 22]","[3, 6, 23, 24]","[7, 8, 9, 10, 25, 26, 27, 28]","[1, 5, 3, 2, 4]"
ligand-277-n-n-24,1,10,6,"[11, 12, 13]","[7, 8, 9]",5,4,"[2, 3, 14, 30]","[32, 74, 77, 15, 16, 31]","[33, 35, 36, 34, 75, 76, 81, 17, 18, 19, 20]","[3, 30]","[32, 2, 77, 31]","[33, 34, 35, 36, 74, 75, 81]","[2, 14]","[3, 74, 15, 16]","[75, 76, 77, 17, 18, 19, 20]","[1, 5, 3, 2, 4]"
ligand-278-p-o-85,3,9,5,"[10, 11, 12]","[7, 8, 6]",1,2,"[35, 4, 45, 55]","[36, 37, 13, 46, 47, 24, 57, 56]","[58, 38, 39, 40, 14, 15, 48, 49, 50, 25, 26, 59, 62, 63]","[35, 45, 55]","[36, 37, 46, 47, 56, 57]","[4, 38, 39, 40, 48, 49, 50, 58, 59, 62, 63]",[4],"[24, 56, 13]","[58, 14, 15, 55, 25, 26]","[3, 1, 55, 56, 4, 2]"
ligand-279-p-o-86,3,9,5,"[10, 11, 12]","[7, 8, 6]",1,2,"[35, 4, 45, 55]","[36, 37, 13, 46, 47, 24, 57, 56]","[26, 38, 39, 40, 68, 70, 14, 15, 48, 49, 50, 25, 58, 59]","[35, 45, 55]","[36, 37, 46, 47, 56, 57]","[4, 68, 38, 39, 40, 70, 48, 49, 50, 58, 59]",[4],"[24, 56, 13]","[70, 14, 15, 55, 25, 26]","[3, 1, 55, 56, 4, 2]"
ligand-280-p-o-87,3,9,5,"[10, 11, 12]","[7, 8, 6]",1,2,"[48, 65, 35, 4]","[66, 67, 68, 36, 37, 13, 49, 50, 51, 24]","[14, 15, 25, 26, 38, 40, 52, 53, 54, 55, 56, 57, 69, 70, 71, 72, 73, 74]","[35, 48, 65]","[66, 67, 36, 37, 68, 49, 50, 51]","[4, 69, 70, 71, 72, 73, 74, 40, 38, 52, 53, 54, 55, 56, 57]",[4],"[24, 36, 13]","[35, 40, 14, 15, 25, 26]","[3, 1, 35, 36, 4, 2]"
ligand-281-p-o-88,3,9,5,"[11, 10, 12]","[7, 8, 6]",1,2,"[58, 35, 4, 47]","[36, 37, 13, 48, 49, 24, 59, 60]","[38, 68, 40, 14, 15, 50, 51, 52, 53, 25, 26, 61, 62, 63]","[35, 47, 58]","[36, 37, 48, 49, 59, 60]","[4, 68, 38, 40, 50, 51, 52, 53, 61, 62, 63]",[4],"[24, 36, 13]","[35, 40, 14, 15, 25, 26]","[3, 1, 35, 36, 4, 2]"
ligand-282-p-o-89,13,39,35,"[41, 42, 40]","[38, 36, 37]",1,4,"[25, 2, 14, 15]","[3, 8, 43, 16, 17, 54, 26, 27]","[5, 7, 12, 18, 19, 20, 28, 29, 34, 44, 45, 55, 56, 65, 66]","[2, 15, 25]","[3, 8, 16, 17, 26, 27]","[65, 66, 34, 5, 7, 12, 14, 18, 19, 20, 28, 29]",[14],"[43, 3, 54]","[2, 5, 44, 45, 55, 56]","[13, 1, 2, 3, 14, 4]"
ligand-283-p-o-90,13,40,36,"[42, 41, 43]","[39, 38, 37]",1,4,"[25, 2, 14, 15]","[3, 8, 45, 46, 16, 17, 26, 27]","[35, 5, 7, 12, 44, 47, 18, 19, 20, 54, 28, 29, 30]","[2, 15, 25]","[3, 8, 16, 17, 26, 27]","[35, 5, 7, 12, 44, 14, 18, 19, 20, 28, 29, 30]",[14],"[3, 45, 46]","[2, 5, 47, 54]","[13, 1, 2, 3, 14, 4]"
ligand-284-p-o-92,10,16,12,"[18, 17, 19]","[14, 15, 13]",1,4,"[2, 11, 36, 38]","[3, 37, 7, 40, 39, 44, 48, 20, 21, 52]","[5, 22, 29, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 54, 55, 56, 57]","[2, 36, 38]","[3, 37, 7, 40, 39, 44, 48, 52]","[5, 11, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 54, 55, 56, 57]",[11],"[21, 3, 20]","[2, 5, 22, 29]","[10, 1, 2, 3, 11, 4]"
ligand-285-p-o-93,10,61,12,"[63, 64, 62]","[14, 15, 13]",1,4,"[65, 2, 11, 38]","[66, 3, 67, 7, 39, 40, 16, 17]","[32, 33, 68, 5, 69, 70, 41, 42, 43, 44, 78, 18, 25]","[2, 38, 65]","[66, 3, 67, 39, 40, 7]","[32, 33, 68, 5, 69, 70, 41, 42, 11, 43, 44, 78]",[11],"[16, 17, 3]","[2, 5, 18, 25]","[10, 1, 2, 3, 11, 4]"
ligand-286-p-o-98,13,19,15,"[21, 22, 20]","[17, 18, 16]",1,4,"[41, 2, 43, 14]","[3, 8, 42, 44, 45, 49, 53, 23, 24, 57]","[5, 7, 12, 25, 29, 33, 36, 46, 47, 48, 50, 51, 52, 54, 55, 56, 58, 59, 60]","[2, 41, 43]","[3, 8, 42, 44, 45, 49, 53, 57]","[5, 7, 12, 14, 46, 47, 48, 50, 51, 52, 54, 55, 56, 58, 59, 60]",[14],"[24, 3, 23]","[33, 2, 36, 5, 25, 29]","[13, 1, 2, 3, 14, 4]"
ligand-287-p-o-99,13,19,15,"[20, 22, 21]","[18, 17, 16]",1,4,"[33, 2, 35, 14]","[34, 3, 36, 37, 8, 41, 45, 49, 23, 24]","[5, 7, 12, 25, 27, 29, 30, 38, 39, 40, 42, 43, 44, 46, 47, 48, 50, 51, 52]","[2, 33, 35]","[34, 3, 36, 37, 8, 41, 45, 49]","[5, 7, 12, 14, 38, 39, 40, 42, 43, 44, 46, 47, 48, 50, 51, 52]",[14],"[24, 3, 23]","[2, 5, 25, 27, 29, 30]","[13, 1, 2, 3, 14, 4]"
ligand-288-p-o-100,13,15,19,"[17, 18, 16]","[22, 21, 20]",1,4,"[33, 2, 35, 14]","[34, 3, 36, 37, 40, 8, 43, 46, 23, 24]","[5, 7, 12, 25, 27, 29, 30, 38, 39, 41, 42, 44, 45, 47, 48, 81, 85, 89, 93]","[2, 33, 35]","[34, 3, 36, 37, 8, 40, 43, 46]","[5, 7, 12, 14, 38, 39, 41, 42, 44, 45, 47, 48, 81, 85, 89, 93]",[14],"[24, 3, 23]","[2, 5, 25, 27, 29, 30]","[13, 1, 2, 3, 14, 4]"
ligand-289-p-o-101,13,19,15,"[21, 20, 22]","[17, 18, 16]",1,4,"[65, 2, 76, 14]","[66, 3, 67, 8, 77, 78, 23, 24]","[5, 7, 12, 25, 27, 29, 30, 68, 69, 70, 71, 79, 80, 81, 82]","[2, 65, 76]","[66, 3, 67, 8, 77, 78]","[68, 5, 69, 70, 71, 7, 12, 14, 79, 80, 81, 82]",[14],"[24, 3, 23]","[2, 5, 25, 27, 29, 30]","[13, 1, 2, 3, 14, 4]"
ligand-290-p-o-102,13,19,15,"[20, 21, 22]","[18, 17, 16]",1,4,"[25, 2, 35, 14]","[3, 36, 37, 8, 23, 24, 26, 27]","[5, 7, 12, 28, 29, 30, 38, 39, 40, 45, 46, 55, 59, 63, 67]","[2, 25, 35]","[3, 36, 37, 8, 26, 27]","[5, 38, 39, 40, 7, 12, 45, 14, 46, 28, 29, 30]",[14],"[24, 3, 23]","[2, 67, 5, 55, 59, 63]","[13, 1, 2, 3, 14, 4]"
ligand-291-p-o-103,13,19,15,"[20, 21, 22]","[18, 17, 16]",1,4,"[25, 2, 35, 14]","[3, 36, 37, 8, 23, 24, 26, 27]","[5, 7, 12, 28, 29, 30, 38, 39, 40, 45, 46, 55, 58, 61, 64]","[2, 25, 35]","[3, 36, 37, 8, 26, 27]","[5, 38, 39, 40, 7, 12, 45, 14, 46, 28, 29, 30]",[14],"[24, 3, 23]","[64, 2, 5, 55, 58, 61]","[13, 1, 2, 3, 14, 4]"
ligand-292-p-o-104,13,19,15,"[20, 21, 22]","[17, 18, 16]",1,4,"[25, 2, 35, 14]","[3, 36, 37, 8, 23, 24, 26, 27]","[5, 7, 12, 28, 29, 30, 38, 39, 40, 45, 46, 55, 57, 59, 61]","[2, 25, 35]","[3, 36, 37, 8, 26, 27]","[5, 38, 39, 40, 7, 12, 45, 14, 46, 28, 29, 30]",[14],"[24, 3, 23]","[2, 5, 55, 57, 59, 61]","[13, 1, 2, 3, 14, 4]"
ligand-293-p-o-105,13,19,15,"[20, 21, 22]","[18, 17, 16]",1,4,"[25, 2, 34, 14]","[3, 35, 36, 8, 23, 24, 26, 27]","[5, 7, 12, 28, 29, 37, 38, 43, 45, 47, 49, 83, 84, 85, 86]","[2, 25, 34]","[3, 35, 36, 8, 26, 27]","[37, 5, 38, 7, 12, 14, 83, 84, 85, 86, 28, 29]",[14],"[24, 3, 23]","[2, 5, 43, 45, 47, 49]","[13, 1, 2, 3, 14, 4]"
ligand-294-p-o-106,12,18,14,"[19, 20, 21]","[16, 17, 15]",1,4,"[24, 33, 2, 13]","[34, 35, 3, 8, 22, 23, 25, 26]","[5, 7, 11, 27, 28, 36, 37, 42, 43, 52, 56, 60, 64, 68, 69]","[2, 24, 33]","[34, 3, 35, 8, 25, 26]","[36, 5, 69, 37, 7, 68, 42, 43, 11, 13, 27, 28]",[13],"[3, 22, 23]","[64, 2, 5, 52, 56, 60]","[12, 1, 2, 3, 13, 4]"
ligand-295-p-o-107,15,16,20,"[18, 17, 19]","[22, 21, 23]",1,5,"[24, 2, 4, 36]","[3, 35, 6, 37, 38, 10, 25, 26]","[64, 7, 39, 40, 41, 42, 9, 14, 47, 27, 28, 29, 30]","[2, 24, 36]","[3, 37, 38, 10, 25, 26]","[4, 39, 7, 40, 41, 42, 9, 14, 27, 28, 29, 30]",[4],"[35, 3, 6]","[64, 2, 7, 47]","[15, 1, 2, 3, 4, 5]"
ligand-296-p-o-108,15,16,20,"[18, 17, 19]","[22, 21, 23]",1,5,"[24, 2, 35, 4]","[34, 3, 36, 37, 6, 10, 25, 26]","[38, 7, 39, 40, 9, 45, 14, 79, 84, 27, 28, 29, 62]","[2, 24, 35]","[3, 36, 37, 10, 25, 26]","[4, 38, 7, 39, 40, 9, 14, 79, 84, 27, 28, 29]",[4],"[34, 3, 6]","[2, 7, 45, 62]","[15, 1, 2, 3, 4, 5]"
ligand-297-p-o-109,15,20,16,"[21, 22, 23]","[18, 17, 19]",1,5,"[2, 59, 4, 76]","[3, 6, 10, 77, 78, 79, 24, 60, 61, 62]","[7, 9, 14, 25, 42, 63, 64, 65, 66, 67, 68, 80, 81, 82, 83, 84, 85]","[2, 59, 76]","[3, 10, 77, 78, 79, 60, 61, 62]","[4, 7, 9, 14, 63, 64, 65, 66, 67, 68, 80, 81, 82, 83, 84, 85]",[4],"[24, 3, 6]","[2, 7, 42, 25]","[15, 1, 2, 3, 4, 5]"
ligand-298-p-o-110,15,16,20,"[18, 19, 17]","[22, 21, 23]",1,5,"[2, 59, 4, 61]","[3, 67, 6, 71, 10, 75, 24, 60, 62, 63]","[7, 9, 14, 25, 42, 64, 65, 66, 68, 69, 70, 72, 73, 74, 76, 77, 78]","[2, 59, 61]","[3, 67, 71, 10, 75, 60, 62, 63]","[4, 7, 9, 14, 64, 65, 66, 68, 69, 70, 72, 73, 74, 76, 77, 78]",[4],"[24, 3, 6]","[2, 7, 42, 25]","[15, 1, 2, 3, 4, 5]"
ligand-299-p-o-111,15,16,20,"[17, 18, 19]","[21, 22, 23]",1,5,"[33, 2, 4, 44]","[34, 3, 35, 6, 10, 45, 46, 24]","[36, 37, 7, 38, 39, 9, 14, 47, 48, 49, 50, 25, 29]","[2, 33, 44]","[34, 3, 35, 10, 45, 46]","[4, 36, 37, 7, 38, 39, 9, 14, 47, 48, 49, 50]",[4],"[24, 3, 6]","[2, 7, 25, 29]","[15, 1, 2, 3, 4, 5]"
ligand-300-p-o-112,15,20,16,"[21, 22, 23]","[18, 17, 19]",1,5,"[33, 2, 43, 4]","[34, 3, 35, 6, 39, 10, 44, 45, 49, 24]","[7, 9, 14, 25, 29, 36, 37, 38, 40, 41, 42, 46, 47, 48, 50, 51, 52]","[2, 33, 43]","[34, 3, 35, 39, 10, 44, 45, 49]","[4, 7, 9, 14, 36, 37, 38, 40, 41, 42, 46, 47, 48, 50, 51, 52]",[4],"[24, 3, 6]","[2, 7, 25, 29]","[15, 1, 2, 3, 4, 5]"
ligand-301-p-o-113,15,16,20,"[18, 17, 19]","[22, 21, 23]",1,5,"[32, 2, 4, 28]","[33, 3, 6, 10, 44, 24, 27, 29]","[34, 35, 7, 9, 45, 14, 46, 25, 26, 30, 31]","[2, 28, 32]","[33, 3, 10, 44, 24, 29]","[34, 35, 4, 7, 9, 45, 14, 46, 25, 26, 30, 31]",[4],"[27, 3, 6]","[2, 7]","[15, 1, 2, 3, 4, 5]"
ligand-302-p-o-114,15,20,16,"[22, 23, 21]","[19, 18, 17]",1,5,"[32, 2, 4, 28]","[33, 3, 6, 10, 43, 24, 27, 29]","[34, 35, 7, 9, 44, 45, 14, 25, 26, 30, 31]","[2, 28, 32]","[33, 3, 10, 43, 24, 29]","[34, 35, 4, 7, 9, 44, 45, 14, 25, 26, 30, 31]",[4],"[27, 3, 6]","[2, 7]","[15, 1, 2, 3, 4, 5]"
ligand-303-p-o-115,15,16,20,"[18, 17, 19]","[21, 23, 22]",1,5,"[32, 2, 4, 28]","[33, 3, 6, 10, 43, 24, 27, 29]","[34, 35, 7, 9, 44, 45, 14, 25, 26, 30, 31]","[2, 28, 32]","[33, 3, 10, 43, 24, 29]","[34, 35, 4, 7, 9, 44, 45, 14, 25, 26, 30, 31]",[4],"[27, 3, 6]","[2, 7]","[15, 1, 2, 3, 4, 5]"
ligand-304-p-o-116,15,20,16,"[22, 23, 21]","[19, 17, 18]",1,5,"[32, 2, 4, 28]","[33, 3, 6, 41, 10, 24, 27, 29]","[34, 35, 7, 9, 42, 43, 14, 25, 26, 30, 31]","[2, 28, 32]","[33, 3, 41, 10, 24, 29]","[34, 35, 4, 7, 9, 42, 43, 14, 25, 26, 30, 31]",[4],"[27, 3, 6]","[2, 7]","[15, 1, 2, 3, 4, 5]"
ligand-305-p-o-117,15,16,20,"[18, 19, 17]","[21, 22, 23]",1,5,"[32, 2, 4, 28]","[33, 3, 6, 10, 42, 24, 27, 29]","[34, 35, 7, 9, 43, 44, 14, 25, 26, 30, 31]","[2, 28, 32]","[33, 3, 10, 42, 24, 29]","[34, 35, 4, 7, 9, 43, 44, 14, 25, 26, 30, 31]",[4],"[27, 3, 6]","[2, 7]","[15, 1, 2, 3, 4, 5]"
ligand-306-p-o-118,15,16,20,"[17, 18, 19]","[21, 23, 22]",1,5,"[32, 2, 4, 28]","[33, 3, 6, 10, 42, 24, 27, 29]","[34, 35, 7, 9, 43, 44, 14, 25, 26, 30, 31]","[2, 28, 32]","[33, 3, 10, 42, 24, 29]","[34, 35, 4, 7, 9, 43, 44, 14, 25, 26, 30, 31]",[4],"[27, 3, 6]","[2, 7]","[15, 1, 2, 3, 4, 5]"
ligand-307-n-n-25,1,76,72,"[77, 78, 79]","[73, 74, 75]",4,5,"[10, 2, 3, 39]","[6, 40, 41, 11, 12, 48]","[8, 9, 7, 42, 43, 13, 14, 49, 50, 19, 52, 51, 29, 62]","[2, 10]","[3, 6, 11, 12]","[7, 8, 9, 13, 14, 48, 19, 29]","[3, 39]","[2, 40, 41, 48]","[6, 42, 43, 49, 50, 51, 52, 62]","[1, 4, 2, 3, 5]"
ligand-308-n-n-26,1,68,64,"[69, 70, 71]","[65, 66, 67]",4,5,"[35, 2, 3, 6]","[37, 36, 72, 73, 7, 8]","[38, 39, 9, 10, 44, 15, 54, 25]","[2, 6]","[3, 7, 72, 8]","[73, 9, 10, 15, 25]","[3, 35]","[2, 36, 37, 73]","[38, 39, 72, 44, 54]","[1, 4, 2, 3, 5]"
ligand-309-n-n-27,1,68,64,"[69, 70, 71]","[65, 66, 67]",4,5,"[35, 2, 3, 6]","[37, 36, 72, 7, 8, 75]","[38, 39, 73, 74, 9, 44, 10, 15, 79, 54, 25]","[2, 6]","[3, 7, 8, 75]","[72, 9, 10, 73, 15, 79, 25]","[3, 35]","[2, 36, 37, 72]","[38, 39, 73, 74, 75, 44, 54]","[1, 4, 2, 3, 5]"
ligand-310-p-o-119,14,19,15,"[22, 21, 20]","[16, 18, 17]",1,5,"[2, 4, 38, 23]","[3, 6, 7, 39, 40, 41, 11, 24, 25, 26]","[8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]","[2, 23, 38]","[3, 39, 40, 41, 11, 24, 25, 26]","[4, 8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]",[4],"[3, 6, 7]","[8, 2]","[14, 1, 2, 3, 4, 5]"
ligand-311-p-o-120,14,19,15,"[22, 21, 20]","[16, 18, 17]",1,5,"[2, 4, 38, 23]","[3, 6, 7, 39, 40, 41, 11, 24, 25, 26]","[8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]","[2, 23, 38]","[3, 39, 40, 41, 11, 24, 25, 26]","[4, 8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]",[4],"[3, 6, 7]","[8, 2]","[14, 1, 2, 3, 4, 5]"
ligand-312-p-o-121,14,19,15,"[21, 22, 20]","[18, 16, 17]",1,5,"[2, 4, 38, 23]","[3, 6, 7, 39, 40, 41, 11, 24, 25, 26]","[8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]","[2, 23, 38]","[3, 39, 40, 41, 11, 24, 25, 26]","[4, 8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]",[4],"[3, 6, 7]","[8, 2]","[14, 1, 2, 3, 4, 5]"
ligand-313-p-o-122,14,19,15,"[22, 21, 20]","[16, 18, 17]",1,5,"[2, 4, 38, 23]","[3, 6, 7, 39, 40, 41, 11, 24, 25, 26]","[8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]","[2, 23, 38]","[3, 39, 40, 41, 11, 24, 25, 26]","[4, 8, 10, 13, 27, 28, 29, 30, 31, 42, 43, 44, 45, 46, 57, 71]",[4],"[3, 6, 7]","[8, 2]","[14, 1, 2, 3, 4, 5]"
ligand-314-n-n-28,1,40,36,"[42, 41, 43]","[38, 37, 39]",4,5,"[10, 2, 3, 23]","[32, 6, 11, 12, 24, 25]","[33, 34, 35, 7, 8, 9, 44, 13, 14, 46, 19, 21, 26, 27]","[2, 10]","[3, 6, 11, 12]","[32, 7, 8, 9, 13, 14, 19, 21]","[3, 23]","[32, 2, 24, 25]","[33, 34, 35, 6, 44, 46, 26, 27]","[1, 4, 2, 3, 5]"
ligand-315-n-n-29,1,44,40,"[45, 46, 47]","[41, 42, 43]",5,4,"[10, 2, 3, 23]","[32, 6, 11, 12, 24, 25]","[33, 34, 35, 36, 7, 8, 9, 38, 13, 14, 19, 21, 26, 27]","[3, 23]","[32, 2, 24, 25]","[33, 34, 35, 6, 36, 38, 26, 27]","[2, 10]","[3, 6, 11, 12]","[32, 7, 8, 9, 13, 14, 19, 21]","[1, 5, 3, 2, 4]"
ligand-316-p-o-123,15,16,20,"[17, 18, 19]","[23, 22, 21]",1,5,"[24, 2, 4, 37]","[33, 3, 6, 7, 38, 39, 11, 25, 29]","[8, 10, 14, 26, 27, 28, 30, 31, 32, 34, 35, 36, 40, 41, 46, 47]","[2, 24, 37]","[33, 3, 38, 39, 11, 25, 29]","[4, 8, 10, 14, 26, 27, 28, 30, 31, 32, 34, 35, 36, 40, 41, 46, 47]",[4],"[3, 6, 7]","[8, 2]","[15, 1, 2, 3, 4, 5]"
